ZIP Code,Type,State FIPS,Preferred name,Alternate names,Population (2019),Housing units (2019),Median family income (2019),MFI percentile (2019),Latitude,Longitude,Land area,Water area
00727,standard,72,"Caguas, PR","Alt De La Fuente, Alt Villa Del Rey, Bosque Verde, Chalets De Bairoa, Ciudad Jardin De Bairoa, Est De Bairoa, Est Degetau, Est Del Turabo, Hacienda San Jose, Jard De Caguas, Mans De Ciudad Jardin Bairoa, Mans El Paraiso, Parq Del Monte, Parq Del Monte 2, Parq Del Rio, Parq Las Haciendas, Repto San Jose, Sect Altos De La Fuente, Urb Altomonte, Urb Altos De La Fuente, Urb Arbolada, Urb Bairoa Golden Gate Ii, Urb Bairoa Golden Gates, Urb Bairoa Park, Urb Bonneville Hts, Urb Bonneville Manor, Urb Bonneville Vly, Urb Diamond Vlg, Urb El Valle, Urb Idamaris Gdns, Urb Islabella, Urb La Reserva, Urb Las Nubes, Urb Mirador De Bairoa, Urb Palmas Del Turabo, Urb Terralinda, Urb Turabo Gdns, Valle Tolima, Valle Verde, Villa Caliz, Villa Del Rey 3, Villa Del Rey 4, Villa Del Rey 5, Villa Esperanza, Villa Hermosa, Villa Nueva","52,743","22,941","$37,017",4,18.215,-66.073997,21.489,0.01
00728,standard,72,"Ponce, PR","Bda Baldorioty, Bo Magueyes, Bosque Senorial, Brisas Del Mar, Comunidad Punta Diamante, Ext Jard Del Caribe, Ext Las Delicias 2, Ext Punto Oro, Ext Villa Paraiso, Hacienda La Matilde, Hacienda Las Lomas, Jard Del Caribe, Jard Del Caribe 5, Parc El Tuque, Parc Magueyes, Parc Nueva Vida, Parc Nuevas Magueyes, Parc Quebrada Limon, Qtas Del Sur, Res Canas Housing, Res Perla Del Bucana, Sect La Cotorra, Sect Las Batatas, Sect Las Cucharas, Sect Playita, Urb Baldorioty, Urb Baramaya, Urb Bello Horizonte, Urb Canas, Urb Casa Mia, Urb La Providencia, Urb Las Delicias, Urb Las Margaritas, Urb Morell Campos, Urb Punto Oro, Urb Rio Canas, Urb San Antonio, Urb San Jose, Valle Altamira, Valle De Andalucia, Valle Del Rey, Villa Delicias, Villa Paraiso, Villa Rio Canas","39,083","15,975","$22,100",0,17.99,-66.664001,15.647,8.347
00729,standard,72,"Canovanas, PR","Brisas De Canovanas, Brisas De Loiza, Ciudad Jardin De Canovanas, Est Del Rio, Ext Villas De Loiza, Haciendas De Canovanas, Jard De Canovanas, Jard De Palmarejo, Parc Central, Parc Monteverde, Parc San Isidro, Parc Villa Delicias, Qtas De Canovanas, Qtas Jard De Parmarejo, Urb Country View, Urb Del Pilar, Urb Las Haciendas Canovanas, Urb Las Vegas, Urb Loiza Valley, Urb Los Eucaliptos, Urb Pueblo Indio, Urb River Gdns, Urb River Plantation, Urb River Valley, Urb River Valley Pk, Urb Town Pk, Urb Usubal, Villas De Loiza, Villas Del Este, Villas Doradas","51,015","19,879","$26,701",1,18.323999,-65.883003,33.961,0.141
00730,standard,72,"Ponce, PR","Alt Del Madrigal, Bda Borinquen, Bda Clausells, Bda Ferran, Bda Tamarindo, Bo La Ponderosa, Bo Magueyes, Bo Pueblito Nuevo, Bo Tamarindo, Comunidad Playita Ferry, Est Del Golf Club, Ext El Madrigal, Ext La Guadalupe, Ext Qtas De Monserrate, Ext Santa Teresita, Ext Valle Alto, Jard De Ponce, Lomas De Country Club, Qtas De Monserrate, Sect Clausell, Sect La Ponderosa, Sect Las Canitas, Sect Playita, Urb El Madrigal, Urb Ferry Barranca, Urb Glenview Gdns, Urb Jacaranda, Urb Jaime L Drew, Urb La Guadalupe, Urb La Lula, Urb La Rambla, Urb Las Monjitas, Urb Morell Campos, Urb Nuevo Mameyes, Urb Santa Teresita, Urb Tibes, Valle Alto, Villa Dos Rios","30,175","15,210","$19,328",0,18.031,-66.616997,6.515,0.043
00731,standard,72,"Ponce, PR","Urb Riberas De Bucana, Urb Terra Senorial","12,657","5,557","$19,853",0,18.110001,-66.636002,47.621,1.19
00732,PO box,72,"Ponce, PR",,,,,,,,,
00733,PO box,72,"Ponce, PR",,,,,,,,,
00734,PO box,72,"Ponce, PR",,,,,,,,,
00735,standard,72,"Ceiba, PR","Roosevelt Rds, Roosevelt Roads, Brisas De Ceiba, Ext Villa Del Pilar, Jard Avila, Jard De Ceiba, Jard De Ceiba Ii, Parc Calderonas, Parc Calderonas Nuevas, Paseo De La Costa, Paseos De Ceiba, Res La Ceiba, Urb Celina, Urb Roosevelt Gdns, Urb Santa Maria, Urb Vegas De Ceiba, Villa Del Pilar, Villa Flores","12,159","7,451","$22,403",0,18.253,-65.681999,23.309,0.711
00736,standard,72,"Cayey, PR","Bda Buena Vista, Bda Cantera, Bda Nueva, Bda Polvorin, Bda Vieques, Bo Beatriz, Bo Carite, Bo Cedro, Bo Farallon, Bo Guavate, Bo Las Parras, Bo Mogote, Bo Montellano, Bo Vegas, Chalets Las Muesas, Colinas De Cayey, Comunidad San Tomas, Est De Las Brumas, Est De Monte Rio, Hacienda Vistas Del Plata, Jard De Cayey, Jard Del Caribe, Mans De Los Cedros, Mans Monte Verde, Parc El Polvorin, Paseo De Las Brumas, Repto Ana Luisa, Repto Montellano, Sect Sanchez, Urb Aponte, Urb Bosch, Urb Carrasquillo, Urb El Remanso, Urb El Rocio, Urb El Torito, Urb Fullana, Urb La Planicie, Urb La Plata, Urb Las Muesas, Urb Minima, Urb Mirador Echevarri, Urb Mirador Universitario, Urb San Cristobal, Urb San Martin, Valle Alto, Villa Verde","46,085","21,194","$25,507",0,18.104,-66.152,55.097,0.031
00737,PO box,72,"Cayey, PR",,,,,,,,,
00738,standard,72,"Fajardo, PR","Alts De Monte Brisas, Alts De San Pedro, Bda Obrera, Bda Roosevelt, Bo Jerusalem, Bo Proyecto Fema, Bo Proyecto Veve Calzada 3, Bo Vega Baja, Ext Melendez, Ext Veve Calzada, Jard De Monte Brisas, La Costa Apts, Mans Punta Del Este, Qtas De Fajardo, Terr Demajagua, Terr Demajagua 2, Urb Alhambra, Urb Altamira, Urb Baralt, Urb Batey, Urb Fajardo Gdns, Urb Garcia Ponce, Urb La Costa Gdns Homes, Urb Marines, Urb Melendez, Urb Monte Brisas 2, Urb Monte Brisas 3, Urb Monte Brisas 5, Urb Monte Vista, Urb Montemar, Urb Naranjo Valley, Urb Puertas Del Sol, Urb Rafael Bermudez, Urb San Pedro, Urb Santa Isidra 1, Urb Santa Isidra 2, Urb Santa Isidra 3, Urb Santa Isidra 4, Urb Veve Calzada, Urb Viera, Valle Verde, Villa Clarita, Villa Marina, Vistas Del Convento, Vistas Del Mar","29,196","17,375","$24,045",0,18.304001,-65.698997,29.457,30.349
00739,standard,72,"Cidra, PR","Bosque Real, Ciudad Primavera, Est Del Bosque, Hacienda Primavera, Jard De Rabanal, Jard Treasure Island, Parc Gandara, Parc Gandara Ii, Sect Campobello, Sect Lozada, Urb Campo Bello, Urb Campo Lago, Urb Campo Primavera, Urb Domingo Alejandro, Urb Domingo Rodriguez, Urb Ferrer, Urb Freire, Urb Sabanera, Urb Treasure Vly, Villa Del Carmen, Vista Monte","36,734","14,480","$22,474",0,18.177,-66.161003,31.58,0.43
00740,standard,72,"Puerto Real, PR",Valle Puerto Real,"1,915","1,062","$15,061",0,18.330999,-65.634003,0.426,0.016
00741,standard,72,"Punta Santiago, PR","Punta Stgo, Urb Verdemar, Villa Palmira","4,074","2,054","$25,750",0,18.164,-65.753998,2.363,1.078
00742,PO box,72,"Roosevelt Roads, PR","Ceiba, Roosevelt Rds",,,,,,,,
00744,PO box,72,"Rio Blanco, PR",,,,,,,,,
00745,standard,72,"Rio Grande, PR","Alt Rio Grande, Bda Shangai, Hacienda Las Garzas, Jard Rio Grande, Parc La Dolores, Repto Costa Del Sol, Trump Founders Rsdncs, Urb Cambalache I, Urb Cambalache Ii, Urb Coco Beach, Urb Galateo, Urb Jose H Ramirez, Urb Jose Ph Hernandez, Urb Los Arboles, Urb Los Maestros, Urb Pedregales, Urb Ponderosa, Urb Rio Grande Est, Urb Rio Grande Hls, Urb Sra Del Carmen, Villa Realidad, Villa Vizcay, Villas De Rio Grande, Vistas De Rio Grande I, Vistas De Rio Grande Ii, Vistas Del Mar","50,435","23,159","$27,260",1,18.351999,-65.817001,51.613,2.376
00751,standard,72,"Salinas, PR","Bo Coco Nuevo, Bo Coco Viejo, Bo Playita, Bo Santa Ana I, Bo Santa Ana Iii, Brisas De Evelymar, Est De Evelymar, Ext Carmen, Ext Monserrate, Jard De Salinas, Sect Campito, Urb Corales Del Mar, Urb La Arboleda, Urb La Carmen, Urb Las Antillas, Urb Las Mercedes, Urb Monserrate, Urb Salimar, Villa Cofresi, Villa Natalia","20,677","9,949","$21,315",0,18.000999,-66.251999,46.968,11.341
00754,standard,72,"San Lorenzo, PR","Alt De San Lorenzo, Bda Roosevelt, Bosque Llano, Ciudad Masso, Ext Alt De San Lorenzo, Ext Bda Roosevelt, Ext Jard De San Lorenzo, Ext Tamarindo, Hacienda Florida, Jard De Cerro Gordo, Jard De San Lorenzo, Paseo De Las Flores, Paseo De San Lorenzo, Urb Los Caminos, Urb Los Flamboyanes, Urb Masso, Urb Monte Rey, Urb Munoz Marin, Urb Portal Del Sol, Urb San Lorenzo Valley, Urb Santa Clara, Urb Savannah Real, Urb Tamarindo 1, Villas Del Hato, Vistas De San Lorenzo","36,893","16,047","$23,476",0,18.146999,-65.975998,51.029,0.093
00757,standard,72,"Santa Isabel, PR","Alt De Santa Isabel, Brisas Del Prado, Est De Santa Isabel, Ext Bda Monserrate, Hacienda Concordia, Paseo Jacaranda, Praderas Del Sur, Urb Alborada, Urb Los Llanos, Valle Costero, Villa Serena","21,757","9,194","$23,965",0,17.995001,-66.390999,29.833,2.159
00765,standard,72,"Vieques, PR","Bo Coffi, Bo Tortuguero, Urb Isabel Ii, Urb Lucila Franco","8,523","4,733","$22,301",0,18.129999,-65.439003,19.039,0.675
00766,standard,72,"Villalba, PR","Alt De Villalba, Alts Del Alba, Est De Mayoral, Portales Del Alba, Urb La Vega, Urb Las Alondras, Urb Tierra Santa, Villa Alba, Villa Laura, Vista Alegre, Vista Bella","22,687","9,549","$23,195",0,18.132999,-66.476997,40.039,1.444
00767,standard,72,"Yabucoa, PR","Alts De Terralinda, Ext Villas De Buenaventura, Jard De Yabucoa, Repto Horizonte, Urb Calvario, Urb Jaime C Rodriguez, Urb Los Angeles, Urb Mendez, Urb Santa Elena, Urb Santa Maria, Valles De Yabucoa, Villa El Recreo, Villa Hilda, Villas De Buenaventura","33,499","14,552","$20,785",0,18.069,-65.896004,55.406,2.627
00769,standard,72,"Coamo, PR","Alts De Coamo, Bda San Antonio, Est De Coamo, Est De Hucar, Ext Jard De Coamo, Hacienda Miraflores, Haciendas Monterrey, Jard De Coamo, Jard De Santa Ana, Mans De Coamo, Parc Niagara, Paseo Real, Urb Bella Vista Est, Urb Coamo Gdns, Urb El Bosque, Urb El Eden, Urb La Arboleda, Urb Las Aguilas, Urb Las Fuentes De Coamo, Urb Monte Flores, Urb Monte Real, Urb Paraiso De Coamo, Urb Provincias Del Rio 1, Urb Provincias Del Rio 2, Urb San Antonio, Urb Vistamar, Valle Arriba, Valle Escondido, Villa Cristina, Villa Madrid, Villa Santa Catalina, Villa Tropical, Vista Del Sol, Vistas De Coamo","38,812","16,140","$24,221",0,18.104,-66.358002,76.514,0.015
00771,standard,72,"Las Piedras, PR","Colinas De San Agustin, Est Del Rocio, Ext La Inmaculada, Ext Las Mercedes, Jard De Oriente, Mans De Las Piedras, Mans De Los Artesanos, Paseo De Los Artesanos, Portales De Las Piedras, Repto Arenales, Urb April Gdns, Urb Camino Sereno, Urb Campo Real, Urb La Estancia, Urb La Inmaculada, Urb Las Campinas I, Urb Las Campinas Ii, Urb Las Campinas Iii, Urb Olimpic Cts, Urb Olimpic Pk, Urb Olivia Pk, Urb Olympic Ville, Urb Oriente, Urb Palma Royale, Urb Park Hurst, Valle Piedras, Villa Las Mercedes, Villas De San Cristobal, Villas De San Cristobal Ii","36,906","15,092","$25,175",0,18.187,-65.871002,33.819,0.013
00772,standard,72,"Loiza, PR","Jard De Loiza, Sect Villa Canona, Urb Santiago, Vistas Del Oceano","19,529","8,964","$20,101",0,18.438999,-65.904999,14.663,5.266
00773,standard,72,"Luquillo, PR","Brisas De Luquillo, Brisas Del Mar, Est Del Atlantico, Hacienda Margarita, Hacienda Paloma, Hacienda Paloma Ii, Urb Alamar, Urb Costa Azul, Urb Los Paisajes, Urb Luquillo Lomas, Urb Luquillo Mar, Urb Paisaje Del Lago, Urb River Edge Hl, Urb Solimar, Villa Angelina, Vistas De Luquillo, Vistas De Luquillo Ii","18,224","10,469","$25,135",0,18.343,-65.723,24.312,0.993
00775,PO box,72,"Culebra, PR",,"1,299","1,474","$33,625",2,18.327,-65.307999,10.561,12.907
00777,standard,72,"Juncos, PR","Bda Flores, Brisas Del Prado, Colinas Del Este, Est De Juncos, Est De La Ceiba, Ext Jard De Barcelona, Haciendas De Tena, Jard De Barcelona, Jard De Ceiba Norte, Jard Del Valenciano, Mans De Juncos, Paseo De La Ceiba, Paseo Palma Real, Portales De Juncos, Repto Valenciano, Sect Canales, Urb Cerro Ceiba, Urb Diamaris, Urb El Encanto, Urb La Ceiba, Urb Lirios, Urb Lirios Cala, Urb Lirios Cala Ii, Urb Los Almendros, Urb Madrid, Urb Valencia 1, Urb Valencia 2, Urb Virginia Vly, Villa Ana, Villa Graciela","39,609","15,920","$21,426",0,18.224001,-65.908997,26.581,0.127
00778,standard,72,"Gurabo, PR","Alt De Montebrisas, Bda Campamento, Bda Nueva, Ciudad Jardin, Est De Gran Vista, Est De Santa Barbara, Est Siervas De Maria, Ext Llanos De Gurabo, Ext Villa Marina, Jard De Gurabo, Lomas Del Sol, Mans De Navarro, Mans De Santa Barbara, Parc Nuevas, Parq Las Americas, Paseo De Santa Barbara, Praderas De Navarro, Repto San Jose, Urb Altapaz, Urb Bajo Costo, Urb El Vivero, Urb Gran Vista I, Urb Gran Vista Ii, Urb Heavenly Vw Est, Urb Horizonte, Urb Llanos De Gurabo, Urb Los Flamboyanes, Urb Los Robles, Urb Monte Subacio, Urb Oreilly, Urb Paraiso De Gurabo, Urb Preciosa, Urb Reina De Los Angeles, Urb Sabanera Del Rio, Urb Veredas, Valle De Ensueno, Valle De Santa Barbara, Valle Del Tesoro, Villa Alegre, Villa Marina, Villas De Gurabo, Villas Del Carmen, Vista Lago","46,707","17,211","$39,044",5,18.264,-65.978996,29.644,0.431
00780,standard,72,"Coto Laurel, PR","Ponce, Bo Verdum, Brisas Del Lago, Brisas Del Laurel, Est Del Laurel, Ext Lago Horizonte, Haciendas Del Monte, Mans Del Sur, Mans Real, Urb El Laurel, Urb Lago Horizonte, Urb Laurel Sur, Urb Llanos Del Sur, Urb Santa Rita, Urb Santa Rita 2, Urb Santa Rita 3, Urb Sombras Del Real, Villas Del Laurel 1, Villas Del Laurel 2, Villas Del Turey","11,016","5,057","$23,592",0,18.103001,-66.568001,20.098,0.324
00782,standard,72,"Comerio, PR","Urb Ariel, Urb La Hacienda, Urb La Plata, Urb Pasarell, Urb Rio Plata, Urb Sabana Del Palmar","17,670","6,812","$16,700",0,18.226,-66.222,26.644,0.123
00783,standard,72,"Corozal, PR","Bda Sostre, Bo Pueblo, Colinas De Corozal, Ext Sylvia, Loma Linda, Urb Cerromonte, Urb Cibuco, Urb El Centro, Urb Las Brisas, Urb Maria Del Carmen, Urb Monterey, Urb Monteverde, Urb San Feliz, Urb Sobrino, Urb Sylvia, Valle De Aramana","32,769","12,653","$17,808",0,18.304001,-66.325996,41.847,0.006
00784,standard,72,"Guayama, PR","Alts Del Olimpo, Bda Blondet, Bda Borinquen, Bda Marin, Bda Santa Ana, Bo Machete, Bo Olimpo, Brisas Del Mar, Brisas Del Mar Elderly, Chalets De Brisas Del Mar, Comunidad Miramar, Comunidad Puente Jobos, Comunidad San Martin, Hacienda Guamani, Hacienda Jazmin, Jard De Guamani, Jard De Monte Olivo, Parc Nueva Olimpo, Res Valles De Guayama, Urb Algarrobos, Urb Bello Horizonte, Urb Camino De La Princesa, Urb Caribe Mar, Urb Costa Azul, Urb Dorado, Urb El Legado Golf Resort, Urb Green Hls, Urb Guayama Valley, Urb La Hacienda, Urb Rexmanor, Urb Villamar, Urb Vistamar, Urb Vistamar 3, Urb Vives, Valles De Guayama, Villa Rosa, Villa Rosa 1, Villa Rosa 2, Villa Rosa 3, Villa Universitaria","39,823","17,816","$21,116",0,18.011,-66.134003,55.551,6.285
00785,PO box,72,"Guayama, PR",,,,,,,,,
00786,PO box,72,"La Plata, PR",,360,119,"$37,552",4,18.155001,-66.230003,0.257,0
00791,standard,72,"Humacao, PR","Alts De San Benito, Bda Azucena, Bda Obrera, Bda Praa, Ciudad Cristiana, Colinas Del Este, Est De La Loma, Ext Cotto Mabu, Ext Roig, Ext San Antonio, Jard De Humacao, Mans Del Caribe, Parq De Candelero, Plaza Del Mar, Qtas De Humacao, Repto San Felipe, Urb Buzo, Urb El Paraiso, Urb El Recreo, Urb Harbour Pt, Urb La Estancia, Urb La Patagonia, Urb Las Leandras, Urb Los Maestros, Urb Los Rosales, Urb Los Sauces, Urb Mabu, Urb Miradero, Urb Palmanova, Urb Palmanova Vlg, Urb Palmas Plantation, Urb Palmas Reales, Urb Peninsula De San Juan, Urb Pereyo, Urb Rivera Donato, Urb San Antonio, Urb San Francisco, Urb Santa Maria Mayor, Urb Sunrise, Villa Humacao, Villa Oriente, Villa Universitaria, Villas De Candelero, Villas Del Rio, Vista Alegre, Vista Hermosa","48,433","24,390","$25,582",0,18.136999,-65.820999,36.959,1.102
00792,PO box,72,"Humacao, PR",,,,,,,,,
00794,standard,72,"Barranquitas, PR","Bda Alemania, Urb San Cristobal, Vistas De Montecielo","28,434","10,811","$19,682",0,18.198999,-66.309998,35.297,0.03
00795,standard,72,"Juana Diaz, PR","Alts Del Encanto, Brisas Del Sur, Brisas Del Valle, Colinas De San Martin, Est De Juana Diaz, Est Del Rio, Est El Guayabal, Ext Del Carmen, Ext Jacaguax, Ext Las Flores, Ext Las Marias, Hacienda Las Vegas, Jard De Santo Domingo, Mans En Paseo De Reyes, Paseo Del Parque, Paseo Sol Y Mar, Portal Del Valle, Qtas De Altamira, Sect Las Flores, Urb Camino Real, Urb Del Carmen, Urb Hermanos Santiago, Urb Jacaguax, Urb La Esperanza, Urb Las Flores, Urb Las Marias, Urb Los Reyes, Urb Monte Sol, Urb Palacios Del Prado, Urb San Martin, Urb San Martin Ii, Urb Tomas Carrion Maduro, Valle Hucares, Valle Serreno, Villa El Encanto, Villa Norma, Villas Del Sol","43,873","17,941","$23,528",0,18.059999,-66.500999,46.257,0.37
00901,standard,72,"San Juan, PR","Old San Juan, Viejo San Juan, Viejo Sn Juan","6,617","4,388","$40,839",6,18.465,-66.105003,0.978,0.012
00902,PO box,72,"San Juan, PR","Old San Juan, Viejo San Juan, Viejo Sn Juan",,,,,,,,
00906,PO box,72,"San Juan, PR","Pta De Tierra, Puerta De Tierra",191,195,,,18.464001,-66.095001,0.003,0
00907,standard,72,"San Juan, PR","Condado, Miramar, Santurce, Bda Figueroa","15,151","13,091","$54,813",24,18.452999,-66.078003,1.209,0.134
00908,PO box,72,"San Juan, PR","Santurce, Santurce Station",,,,,,,,
00909,standard,72,"San Juan, PR","Fdez Juncos, Fernandez Juncos, Minillas, Santurce, Urb Hipodromo","4,698","3,455","$24,201",0,18.441999,-66.067001,0.609,0.019
00910,PO box,72,"San Juan, PR","Fdez Juncos, Fernandez Juncos",,,,,,,,
00911,standard,72,"San Juan, PR","Loiza Street, Santurce","7,089","5,439","$52,912",21,18.451,-66.056,0.476,0
00912,standard,72,"San Juan, PR",Santurce,"5,660","3,556","$28,107",1,18.445,-66.059998,0.334,0
00913,standard,72,"San Juan, PR","Isla Verde, Santurce","7,890","4,045","$4,506",0,18.450001,-66.042999,0.322,0
00914,PO box,72,"San Juan, PR","Loiza Street, Santurce",,,,,,,,
00915,standard,72,"San Juan, PR","Barrio Obrero, Bo Obrero, Santurce, Bda Buena Vista, Sect Cantera, Sect La Playita","24,888","15,098","$15,508",0,18.437,-66.045998,1.394,0.317
00916,PO box,72,"San Juan, PR","Barrio Obrero, Santurce",,,,,,,,
00917,standard,72,"San Juan, PR","Hato Rey, Bda Bitumul, Bda Buena Vista, Bda Israel, Bda Las Monjas, Sect El Relincho, Urb Davila & Llenza, Urb El Prado, Urb Floral Park, Urb Perez Morris, Urb Pinero, Urb Quintana, Urb Umpierre","18,196","11,309","$21,911",0,18.421,-66.050003,1.297,0.018
00918,standard,72,"San Juan, PR","Bda Tokio, Ext Roosevelt, Parq Central, Urb Baldrich, Urb El Vedado, Urb Hyde Pk, Urb Jb Huyke, Urb Los Ingenieros, Urb Los Maestros, Urb Roosevelt, Villa Pica","15,759","10,511","$43,022",8,18.421,-66.066002,2.13,0.039
00919,PO box,72,"San Juan, PR",Hato Rey,,,,,,,,
00920,standard,72,"San Juan, PR","Caparra, Caparra Hills, Caparra Ter, Caparra Terrace, Pto Nuevo, Puerto Nuevo, Bechara Ind Park, Caparra Heights, Fort Buchanan, Guaynabo, Mario Julia Ind Park, Monterrey Ind Park, Rio Piedras, San Miguel Ind Park, Urb Altamira, Urb Caparra Hts, Urb Puerto Nuevo, Urb San Patricio, Urb Summit Hls, Villa Borinquen","16,281","8,985","$33,612",2,18.414,-66.087997,2.832,0.052
00921,standard,72,"San Juan, PR","College Park, Pto Nuevo, Puerto Nuevo, Rio Piedras, Caparra Heights, Fort Buchanan, Parq De San Ignacio, Repto Landrau, Repto Metropolitano, Urb Altamesa, Urb Caparra Terr, Urb College Park Iv, Urb Coop V Borinquen, Urb La Riviera, Urb La Riviera Ind Park, Urb Las Americas, Urb Las Lomas, Urb Puerto Nuevo, Urb Santiago Iglesias, Villa El Salvador, Villa Magna","31,801","17,552","$23,803",0,18.392,-66.088997,2.68,0
00922,PO box,72,"San Juan, PR","Caparra, Caparra Hills, Caparra Ter, Caparra Terrace, Caparra Heights, Fort Buchanan, Guaynabo",,,,,,,,
00923,standard,72,"San Juan, PR","65th Infantry, Bo Capetillo, Repto America, Repto San Jose, Urb Casas Yoyo, Urb Del Carmen, Urb Dos Pinos, Urb Dos Pinos Townhouse, Urb Embalse San Jose, Urb Los Maestros, Urb Matienzo Cintron, Urb Open Land, Urb San Agustin, Urb San Jose, Urb Santa Barbara, Urb Valencia, Urb Victoria, Valle Universitario, Villa Dos Pinos, Villa Granada, Vista Del Cano","23,851","13,835","$18,466",0,18.409,-66.039001,2.04,0.003
00924,standard,72,"San Juan, PR","65th Infantry, Rio Piedras, Alt De Berwind, Bda El Polvorin, Bda Hernandez, Bda Santo Domingo, Ciudad Central I, Colinas De Monte Carlo, Colinas Verde, Ext Colinas Verde, Ext Town Park, Mans De San Martin, Parc Falu, Parc Hill Brothers, Sect Los Penas, Urb Berwind Est, Urb Club Manor, Urb Country Club, Urb Delicias, Urb El Cemi, Urb El Comandante, Urb Gonzalez Seijo, Urb Highland Pk, Urb La Vista, Urb Las Virtudes, Urb Luarca, Urb Monte Carlo, Urb Sabana Llana, Urb San Martin, Urb Sevilla, Urb Town Pk, Urb Vosburg, Villa Capri, Villa Navarra, Villa Olimpica, Villa Prades, Villa Rosales, Vista Del Atlantico","48,141","24,159","$20,848",0,18.399,-66.012001,4.689,0.001
00925,standard,72,"San Juan, PR","Rio Piedras, Bda Blondet, University Station, Urb Cabrera, Urb Gonzalez, Urb Santa Rita","6,640","5,042","$17,024",0,18.4,-66.051003,0.447,0
00926,standard,72,"San Juan, PR","Cupey, Rio Piedras, Alts De Borinquen Gdns, Alts Del Remanso, Bda Vista Alegre, Bo Buen Consejo, Bo Canejas, Bo Carraizo, Bo Dulce, Bo Quebrada Arena, Bo Tortugo, Bo Venezuela, Ciudad Senorial, Colinas De Cupey, Est De San Geraldo, Ext Alameda, Ext Mans De Vilanova, Ext Milaville, Hacienda De Carraizo, Ind Victor Fernandez, Jard Botanico Sur, Jard De Caldas, Mans Colinas De Cupey, Mans De Caldas, Mans De Park Gdns, Mans De Rio Piedras, Mans De Romany, Mans De Villanova, Parq Senorial, Paseo Alto, Paseo De La Fuente, Paseo Del Parque, Paseo Del Prado, Paseo Las Brisas, Paseo Las Vistas, Paseo Mayor, Paseo Real, Paseo San Juan, Qtas De Cupey, Repto Contemporaneo, Repto De Diego, Repto Oyola, Repto Universitario, Repto Veterano, Sect Betancourt, Sect Hoyo, Sect La Corte, Sect La Marina, Sect Paracochero, Urb Alamein, Urb Beverly Hills Ct, Urb Borinquen Gdns, Urb Caldas, Urb Cambridge Park, Urb Caribe, Urb Carmen Hls, Urb Crown Hls, Urb Cupey Gdns, Urb El Cerezal, Urb El Dorado, Urb El Escorial, Urb El Mirador, Urb El Mirador De Cupey, Urb El Paraiso, Urb El Pilar, Urb El Remanso, Urb El Senorial, Urb El Vigia, Urb Experimental, Urb Fairview, Urb Garcia, Urb Hill Mansions, Urb Hillside, Urb Hollywood Est, Urb Horizons, Urb Hucares, Urb La Alameda, Urb La Alborada, Urb La Campina, Urb La Cumbre, Urb La Sierra Alta, Urb La Utt, Urb Laderas De Palma Real, Urb Laderas De San Juan, Urb Las Rosas, Urb Litheda Hts, Urb Los Adoquines, Urb Los Campos Montehiedra, Urb Los Cantizales, Urb Luna Llena, Urb Milaville, Urb Mirador De Borinquen Gdn, Urb Monte Apolo Est, Urb Monte Verde Real, Urb Montehiedra, Urb Monterey, Urb Monteverde, Urb Park Gdns, Urb Park Gdns Townhouses, Urb Portal De Los Pinos, Urb Purple Tree, Urb Riberas Del Senorial, Urb Rio Piedras Hts, Urb Rivieras De Cupey, Urb Romany Gdns, Urb Romany Pk, Urb Romany Pk Ii, Urb Roseville, Urb Sagrado Corazon, Urb San Agustin, Urb San Gerardo, Urb San Jose Ind, Urb San Juan Gdns, Urb Tulipan, Urb Venus Gdns, Urb Venus Gdns Norte, Urb Venus Gdns Oeste, Valle Sereno, Villa Andalucia, Villa Colinas De Cupey, Villa Dagmarita, Villa Hucar, Villa Olga, Villas De Carraizo, Villas De Cupey, Villas De Parana, Villas Del Este, Villas Del Pilar, Vista Alegre","93,330","45,341","$45,197",10,18.344999,-66.052002,24.157,0.406
