ZIP Code,Type,State FIPS,Preferred name,Alternate names,Population (2019),Housing units (2019),Median family income (2019),MFI percentile (2019),Latitude,Longitude,Land area,Water area
56159,standard,27,"Mountain Lake, MN",Mt Lake,"2,774","1,239","$55,777",26,43.941002,-94.931999,119.627,0.631
56160,standard,27,"Odin, MN",,250,122,"$71,250",55,43.841,-94.805,21.563,0.493
56161,standard,27,"Okabena, MN",,349,163,"$73,194",58,43.707001,-95.324997,32.488,0.271
56162,standard,27,"Ormsby, MN",,247,122,"$62,917",39,43.841999,-94.668999,22.964,0
56164,standard,27,"Pipestone, MN","Hatfield, Verdi","5,329","2,732","$69,125",51,44.061001,-96.343002,261.969,0.296
56165,standard,27,"Reading, MN",,429,156,"$80,313",69,43.724998,-95.703003,38.167,0.056
56166,standard,27,"Revere, MN",,210,99,"$66,667",47,44.202999,-95.380997,35.609,0.006
56167,standard,27,"Round Lake, MN",,630,345,"$73,500",59,43.554001,-95.408997,50.913,2.377
56168,standard,27,"Rushmore, MN",,806,398,"$73,173",58,43.617001,-95.808998,97.788,0.126
56169,standard,27,"Russell, MN",,628,285,"$84,000",73,44.338001,-96.007004,54.364,1.152
56170,standard,27,"Ruthton, MN",Florence,644,312,"$63,281",40,44.174,-96.091003,68.779,1.078
56171,standard,27,"Sherburn, MN",,"1,814",968,"$73,182",58,43.671001,-94.762001,94.023,2.777
56172,standard,27,"Slayton, MN",,"2,984","1,755","$80,592",69,44.014,-95.776001,119.051,2.463
56173,standard,27,"Steen, MN",,323,160,"$68,571",50,43.525002,-96.246002,28.738,0
56174,standard,27,"Storden, MN",,404,198,"$70,750",54,44.015999,-95.305,38.361,0.71
56175,standard,27,"Tracy, MN",Amiret,"3,202","1,589","$70,200",53,44.261002,-95.639,136.757,4.695
56176,standard,27,"Trimont, MN",,"1,111",514,"$69,375",51,43.783001,-94.720001,61.32,1.508
56177,PO box,27,"Trosky, MN",,53,21,,,43.889,-96.252998,0.37,0
56178,standard,27,"Tyler, MN",,"1,891",845,"$70,179",53,44.284,-96.133003,84.624,2.662
56180,standard,27,"Walnut Grove, MN",,"1,180",596,"$71,071",54,44.245998,-95.459999,115.329,0.179
56181,standard,27,"Welcome, MN",,"1,119",590,"$65,208",44,43.678001,-94.626999,65.516,0.412
56183,standard,27,"Westbrook, MN",,"1,301",668,"$67,875",49,44.028999,-95.431,102.481,1.861
56185,standard,27,"Wilmont, MN",,551,242,"$56,667",27,43.799,-95.823997,43.862,0.045
56186,standard,27,"Woodstock, MN",,321,165,"$52,500",20,44.033001,-96.073997,62.756,0.067
56187,standard,27,"Worthington, MN",,"14,574","5,457","$64,404",42,43.623001,-95.583,169.776,3.946
56201,standard,27,"Willmar, MN",,"23,562","9,743","$63,372",40,45.102001,-95.042,119.767,11.25
56207,standard,27,"Alberta, MN",,256,113,"$68,750",50,45.492001,-96.066002,47.068,2.04
56208,standard,27,"Appleton, MN",,"2,051","1,183","$51,957",19,45.247002,-96.004997,188.579,7.772
56209,standard,27,"Atwater, MN",,"2,216","1,277","$78,750",67,45.126999,-94.811996,97.791,8.08
56210,PO box,27,"Barry, MN",,5,5,,,45.560001,-96.565002,0.226,0
56211,standard,27,"Beardsley, MN",,423,341,"$71,538",55,45.574001,-96.68,108.42,8.236
56212,standard,27,"Bellingham, MN",,508,309,"$46,250",11,45.131001,-96.323997,82.321,0.237
56214,standard,27,"Belview, MN",,667,360,"$70,313",53,44.604,-95.322998,62.752,0.335
56215,standard,27,"Benson, MN",,"4,281","2,204","$66,346",46,45.318001,-95.571999,211.296,2.889
56216,standard,27,"Blomkest, MN",Svea,658,300,"$78,125",66,44.943001,-95.058998,38.305,0.015
56218,standard,27,"Boyd, MN",,467,280,"$81,932",71,44.827,-95.940002,97.83,0.542
56219,standard,27,"Browns Valley, MN",,"1,106",715,"$69,375",51,45.608002,-96.818001,75.849,4.322
56220,standard,27,"Canby, MN",,"2,653","1,443","$70,385",53,44.731998,-96.294998,274.31,0.286
56221,standard,27,"Chokio, MN",,716,339,"$84,167",73,45.548,-96.193001,140.084,0.381
56222,standard,27,"Clara City, MN",,"2,086",918,"$71,125",55,44.985001,-95.357002,95.302,0.013
56223,standard,27,"Clarkfield, MN",,"1,435",697,"$65,625",45,44.762001,-95.819,116.803,0.148
56224,standard,27,"Clements, MN",,348,175,"$80,625",69,44.373001,-95.052002,37.171,0.007
56225,standard,27,"Clinton, MN",,728,524,"$77,500",65,45.441002,-96.443001,106.76,4.079
56226,standard,27,"Clontarf, MN",,220,117,"$75,000",61,45.422001,-95.678001,31.51,0.057
56227,standard,27,"Correll, MN",,205,123,"$72,813",58,45.291,-96.168999,65.852,7.675
56228,standard,27,"Cosmos, MN",,950,466,"$66,250",46,44.951,-94.684998,58.86,0.385
56229,standard,27,"Cottonwood, MN",,"1,921",857,"$74,405",60,44.594002,-95.716003,97.655,1.844
56230,standard,27,"Danube, MN",,805,349,"$70,000",53,44.763,-95.084,60.81,0.053
56231,standard,27,"Danvers, MN",,390,187,"$83,500",72,45.278999,-95.763,99.594,0.251
56232,standard,27,"Dawson, MN",,"2,392","1,147","$68,750",50,44.932999,-96.035004,145.857,2.979
56235,standard,27,"Donnelly, MN",,484,264,"$83,750",73,45.709999,-96.016998,89.337,2.875
56236,standard,27,"Dumont, MN",Johnson,348,167,"$90,000",79,45.665001,-96.416,97.522,0.044
56237,standard,27,"Echo, MN",,519,277,"$55,000",24,44.617001,-95.432999,65.873,1.105
56239,standard,27,"Ghent, MN",,627,258,"$78,333",66,44.504002,-95.910004,26.857,0
56240,standard,27,"Graceville, MN",,983,463,"$72,159",56,45.563,-96.484001,149.415,3.96
56241,standard,27,"Granite Falls, MN",Hazel Run,"3,858","1,834","$75,292",62,44.798,-95.572998,146.935,1.245
56243,standard,27,"Grove City, MN",,"1,670",729,"$62,188",38,45.169998,-94.685997,93.579,2.929
56244,standard,27,"Hancock, MN",,"1,529",554,"$76,250",63,45.478001,-95.779999,120.174,0.934
56245,standard,27,"Hanley Falls, MN",,731,272,"$75,000",61,44.683998,-95.677002,47.052,0.155
56248,standard,27,"Herman, MN",,751,433,"$64,250",42,45.785999,-96.136002,135.331,4.254
56249,standard,27,"Holloway, MN",,283,149,"$87,250",76,45.319,-95.902,66.232,0.097
56251,standard,27,"Kandiyohi, MN",,848,361,"$72,500",57,45.144001,-94.919998,33.776,1.677
56252,standard,27,"Kerkhoven, MN",,"1,185",572,"$70,114",53,45.178001,-95.309998,72.743,0.172
56253,standard,27,"Lake Lillian, MN",,"1,084",722,"$77,083",64,44.959999,-94.873001,106.69,7.379
56255,standard,27,"Lucan, MN",,362,163,"$73,438",59,44.396999,-95.418999,39.968,0.095
56256,standard,27,"Madison, MN",Louisburg,"2,412","1,401","$65,000",44,45.028999,-96.202003,231.061,3.068
56257,standard,27,"Marietta, MN",Nassau,505,319,"$68,839",50,44.969002,-96.402,86.045,0.668
56258,standard,27,"Marshall, MN",,"15,505","6,580","$75,870",62,44.445999,-95.758003,193.498,0.454
56260,standard,27,"Maynard, MN",,838,429,"$66,964",47,44.963001,-95.483002,95.059,0.08
56262,standard,27,"Milan, MN",,624,299,"$67,500",48,45.115002,-95.870003,66.089,2.624
56263,standard,27,"Milroy, MN",,463,251,"$80,000",68,44.421001,-95.531998,49.664,0.21
56264,standard,27,"Minneota, MN",Saint Leo,"2,080",971,"$78,333",66,44.57,-95.985001,126.291,0.105
56265,standard,27,"Montevideo, MN",,"7,324","3,510","$73,000",58,45,-95.706001,266.364,1.124
56266,standard,27,"Morgan, MN",Evan,"1,471",758,"$71,875",56,44.421001,-94.915001,102.605,0.21
56267,standard,27,"Morris, MN",,"7,003","3,029","$89,485",78,45.583,-95.929001,202.56,5.11
56270,standard,27,"Morton, MN",,"1,137",509,"$62,625",39,44.57,-94.987,40.108,0.154
56271,standard,27,"Murdock, MN",De Graff,"1,161",550,"$71,917",56,45.244999,-95.404999,149.705,1.68
56273,standard,27,"New London, MN",Hawick,"4,926","2,557","$86,442",75,45.318001,-94.980003,98.42,11.176
56274,standard,27,"Norcross, MN",,206,94,"$110,417",89,45.902,-96.246002,74.998,0
56276,standard,27,"Odessa, MN",,200,141,"$67,500",48,45.245998,-96.323997,54.876,2.864
56277,standard,27,"Olivia, MN",,"3,089","1,465","$78,553",66,44.756001,-94.986,106.96,0.03
56278,standard,27,"Ortonville, MN",,"2,661","1,717","$68,036",49,45.348,-96.379997,128.68,10.79
56279,standard,27,"Pennock, MN",,"1,397",560,"$78,636",67,45.219002,-95.169998,60.178,3.14
56280,standard,27,"Porter, MN",,431,231,"$69,000",51,44.632999,-96.167999,69.671,0.096
56281,standard,27,"Prinsburg, MN",,660,245,"$75,250",61,44.952999,-95.168999,12.319,0
56282,standard,27,"Raymond, MN",,"1,659",681,"$76,420",63,45.040001,-95.227997,105.432,0.426
56283,standard,27,"Redwood Falls, MN","Delhi, North Redwood","6,310","2,946","$67,008",47,44.528,-95.139,177.103,1.028
56284,standard,27,"Renville, MN",,"2,039",987,"$67,846",49,44.782001,-95.197998,140.556,0.1
56285,standard,27,"Sacred Heart, MN",,"1,200",555,"$78,750",67,44.789001,-95.346001,97.705,0.076
56287,standard,27,"Seaforth, MN",Vesta,81,44,"$58,125",30,44.476002,-95.325996,0.441,0
56288,standard,27,"Spicer, MN",,"4,718","2,896","$94,864",82,45.241001,-94.950996,46.942,16.569
56289,standard,27,"Sunburg, MN",,639,407,"$77,500",65,45.333,-95.223999,48.923,5.021
56291,standard,27,"Taunton, MN",,436,202,"$67,000",47,44.626999,-96.082001,67.496,0.158
56292,standard,27,"Vesta, MN",,604,261,"$65,000",44,44.501999,-95.457001,59.547,0.158
56293,standard,27,"Wabasso, MN",,"1,287",566,"$73,971",59,44.417,-95.260002,84.909,0.23
56294,PO box,27,"Wanda, MN",,55,31,"$48,125",13,44.313,-95.213997,0.257,0.003
56295,standard,27,"Watson, MN",,296,150,"$77,500",65,45.035999,-95.827003,22.181,1.16
56296,standard,27,"Wheaton, MN",,"1,894","1,140","$63,571",41,45.827,-96.461998,249.643,4.29
56297,standard,27,"Wood Lake, MN",,865,388,"$64,375",42,44.637001,-95.528999,65.935,1.495
56301,standard,27,"Saint Cloud, MN",Saint Augusta,"34,524","12,636","$69,903",52,45.487,-94.242996,74.225,2.006
56302,PO box,27,"Saint Cloud, MN",,,,,,,,,
56303,standard,27,"Saint Cloud, MN","Forada, Sartell","25,490","11,454","$69,437",52,45.574001,-94.214996,11.176,0.212
56304,standard,27,"Saint Cloud, MN",,"16,701","7,133","$63,714",41,45.529999,-94.056999,59.945,1.707
56307,standard,27,"Albany, MN",,"5,427","1,950","$86,815",76,45.626999,-94.591003,107.247,1.815
56308,standard,27,"Alexandria, MN",Alex,"25,235","13,817","$82,924",72,45.877998,-95.386002,155.864,37.475
56309,standard,27,"Ashby, MN",,"1,394",760,"$68,333",50,46.078999,-95.806,54.773,10.633
56310,standard,27,"Avon, MN",,"5,383","2,283","$87,260",76,45.633999,-94.449997,71.608,4.146
56311,standard,27,"Barrett, MN",,743,374,"$68,636",50,45.896999,-95.896004,70.644,4.129
56312,standard,27,"Belgrade, MN","Regal, Spring Hill","2,673","1,080","$78,958",67,45.470001,-94.961998,173.729,2.32
56313,PO box,27,"Bock, MN",,104,51,,,45.784,-93.553001,0.146,0
56314,standard,27,"Bowlus, MN",Elmdale,"1,157",465,"$76,111",63,45.814999,-94.432999,42.457,0.359
56315,standard,27,"Brandon, MN",Millerville,"1,637",999,"$83,438",72,45.98,-95.594002,69.59,8.904
56316,standard,27,"Brooten, MN",,"1,509",698,"$64,000",42,45.487999,-95.163002,135.315,4.405
56317,PO box,27,"Buckman, MN",,,,,,,,,
56318,standard,27,"Burtrum, MN",,"1,048",783,"$79,722",68,45.853001,-94.675003,39.897,4.211
56319,standard,27,"Carlos, MN",,"1,300",689,"$91,563",80,46.011002,-95.216003,40.191,0.076
56320,standard,27,"Cold Spring, MN",,"8,471","3,679","$86,151",75,45.466999,-94.403999,53.572,3.965
56321,PO box,27,"Collegeville, MN",,"1,489",0,,,45.581001,-94.390999,0.663,0.255
56323,standard,27,"Cyrus, MN",,516,253,"$67,813",49,45.630001,-95.723999,36.434,0.925
56324,standard,27,"Dalton, MN",,"1,114",607,"$80,000",68,46.168999,-95.903999,56.35,12.797
56325,PO box,27,"Elrosa, MN",,219,107,"$65,208",44,45.563,-94.946999,0.162,0
56326,standard,27,"Evansville, MN",,"1,472",834,"$79,375",67,46.040001,-95.670998,94.623,12.981
56327,standard,27,"Farwell, MN",,790,532,"$87,250",76,45.754002,-95.608002,50.063,7.199
56328,PO box,27,"Flensburg, MN",,152,75,"$44,792",10,45.955002,-94.517998,1.398,0
56329,standard,27,"Foley, MN","Oak Park, Ronneby","7,449","2,788","$82,340",71,45.709,-93.915001,191.329,0.114
56330,standard,27,"Foreston, MN",,"1,624",639,"$72,917",58,45.752998,-93.755997,39.805,0.055
56331,standard,27,"Freeport, MN",Saint Rosa,"2,395",909,"$88,017",77,45.679001,-94.671997,69.349,1.685
56332,standard,27,"Garfield, MN",,"1,589",800,"$77,171",65,45.966999,-95.505997,50.979,3.101
56333,PO box,27,"Gilman, MN",,,,,,,,,
56334,standard,27,"Glenwood, MN","Long Beach, Sedan, Terrace","5,739","3,746","$85,667",75,45.574001,-95.336998,200.826,18.662
56335,PO box,27,"Greenwald, MN",,230,87,"$59,063",32,45.599998,-94.862,0.516,0
56336,standard,27,"Grey Eagle, MN",,"1,456","1,131","$72,386",57,45.820999,-94.763,49.662,5.775
56338,standard,27,"Hillman, MN",,"1,506","1,300","$70,833",54,46.042999,-93.853996,167.817,6.124
56339,standard,27,"Hoffman, MN",,"1,043",591,"$60,227",34,45.825001,-95.820999,62.879,2.838
56340,standard,27,"Holdingford, MN",,"2,526","1,096","$81,176",70,45.758999,-94.429001,49.366,0.003
56341,PO box,27,"Holmes City, MN",,,,,,,,,
56342,standard,27,"Isle, MN",,"2,609","2,533","$60,491",34,46.183998,-93.369003,189.299,21.729
56343,standard,27,"Kensington, MN",,"1,034",583,"$70,000",53,45.785999,-95.705002,69.022,6.017
56344,PO box,27,"Lastrup, MN",,,,,,,,,
56345,standard,27,"Little Falls, MN","Sobieski, Elmdale","14,498","6,591","$70,642",54,45.987999,-94.374001,226.99,4.073
56347,standard,27,"Long Prairie, MN",Little Sauk,"7,326","3,233","$67,092",47,45.966999,-94.872002,187.611,3.738
56349,standard,27,"Lowry, MN",,831,386,"$84,167",73,45.726002,-95.513,42.732,7.532
56350,standard,27,"Mc Grath, MN",,507,499,"$57,109",28,46.305,-93.230003,229.082,0.397
56352,standard,27,"Melrose, MN","Meire Grove, Spring Hill","6,007","2,579","$79,113",67,45.641998,-94.806,113.029,2.939
56353,standard,27,"Milaca, MN",,"9,300","3,896","$67,059",47,45.804001,-93.628998,185.513,1.21
56354,standard,27,"Miltona, MN",,"1,404","1,107","$76,528",64,46.056999,-95.249001,41.96,3.522
56355,standard,27,"Nelson, MN",,527,236,"$64,063",42,45.941002,-95.246002,25.906,0.171
56356,PO box,27,"New Munich, MN",,288,114,"$71,250",55,45.629002,-94.752998,0.383,0
56357,standard,27,"Oak Park, MN","Foley, Ronneby","1,160",419,"$89,375",78,45.698002,-93.801003,37.065,0.006
56358,standard,27,"Ogilvie, MN",,"3,307","1,461","$74,333",60,45.838001,-93.445999,123.099,1.771
56359,standard,27,"Onamia, MN",,"3,673","2,214","$56,806",27,46.099998,-93.665001,193.952,85.692
56360,standard,27,"Osakis, MN",,"3,836","2,556","$58,475",30,45.895,-95.116997,129.62,13.417
56361,standard,27,"Parkers Prairie, MN",Parkers Pr,"2,417","1,261","$70,644",54,46.157001,-95.337997,155.85,7.49
56362,standard,27,"Paynesville, MN","Lake Henry, Spring Hill","5,772","2,976","$73,555",59,45.402,-94.711998,147.069,7.548
56363,PO box,27,"Pease, MN",,171,70,"$58,125",30,45.696999,-93.652,0.383,0.001
56364,standard,27,"Pierz, MN","Harding, Genola","5,775","2,349","$73,056",58,46.005001,-94.072998,238.419,0.992
56367,standard,27,"Rice, MN",,"6,697","2,532","$81,545",70,45.764,-94.181999,101.267,3.461
56368,standard,27,"Richmond, MN",,"4,634","2,475","$79,554",68,45.465,-94.560997,68.894,6.409
56369,PO box,27,"Rockville, MN",,700,279,"$80,385",69,45.466999,-94.345001,0.939,0
56371,standard,27,"Roscoe, MN",,129,52,"$60,000",33,45.432999,-94.637001,0.456,0
56372,unique,27,"Saint Cloud, MN",Fingerhut Bus Reply,,,,,,,,
56373,standard,27,"Royalton, MN",,"3,188","1,287","$77,986",66,45.860001,-94.231003,100.584,2.301
56374,standard,27,"Saint Joseph, MN",St Joseph,"10,778","3,429","$80,731",69,45.669998,-94.303001,67.738,2.048
56375,standard,27,"Saint Stephen, MN",St Stephen,963,351,"$84,875",74,45.701,-94.274002,3.656,0
56376,PO box,27,"Saint Martin, MN",St Martin,345,136,"$85,139",74,45.506001,-94.679001,1.822,0
56377,standard,27,"Sartell, MN",,"19,637","7,830","$100,106",85,45.646,-94.248001,20.937,0.684
56378,standard,27,"Sauk Centre, MN","West Union, Westport","7,889","3,731","$73,696",59,45.724998,-94.987,211.363,7.404
56379,standard,27,"Sauk Rapids, MN",,"16,905","7,215","$73,805",59,45.639999,-94.083,90.496,0.973
56381,standard,27,"Starbuck, MN",,"2,459","1,352","$76,029",63,45.556999,-95.538002,151.477,11.698
56382,standard,27,"Swanville, MN",,"1,505",717,"$73,333",58,45.908001,-94.598,72.837,1.968
56384,standard,27,"Upsala, MN",,380,168,"$29,737",1,45.808998,-94.567001,1.093,0
56385,standard,27,"Villard, MN",Westport,745,559,"$70,750",54,45.701,-95.232002,64.869,3.587
56386,standard,27,"Wahkon, MN",,670,600,"$57,917",29,46.113998,-93.518997,19.934,5.407
56387,standard,27,"Waite Park, MN",Saint Cloud,"7,329","3,475","$52,411",20,45.533001,-94.239998,8.471,0
56388,standard,27,"Waite Park, MN",Saint Cloud,,,,,,,,
56389,PO box,27,"West Union, MN",Sauk Centre,115,46,"$63,500",40,45.797001,-95.091003,0.58,0.128
56393,unique,27,"Saint Cloud, MN",Fingerhut Sweepstakes,,,,,,,,
56395,unique,27,"Saint Cloud, MN",Fingerhut,,,,,,,,
56396,unique,27,"Saint Cloud, MN",Fingerhut,,,,,,,,
56397,PO box,27,"Saint Cloud, MN",,,,,,,,,
56398,PO box,27,"Saint Cloud, MN",,,,,,,,,
56399,unique,27,"Saint Cloud, MN",Fdci,,,,,,,,
56401,standard,27,"Brainerd, MN","E Gull Lake, East Gull Lake, Baxter","29,973","15,582","$67,264",48,46.323002,-94.125,325.118,37.766
56425,standard,27,"Baxter, MN",Brainerd,"8,262","3,459","$83,254",72,46.344002,-94.276001,18.937,2.701
56430,PO box,27,"Ah Gwah Ching, MN",,,,,,,,,
56431,standard,27,"Aitkin, MN",,"8,778","8,453","$61,250",36,46.497002,-93.638,451.919,130.554
56433,standard,27,"Akeley, MN",,"1,679","1,351","$69,605",52,46.973999,-94.696999,121.655,8.123
56434,standard,27,"Aldrich, MN",,285,104,"$67,857",49,46.338001,-94.934998,14.933,0
56435,standard,27,"Backus, MN",,"2,733","2,323","$57,857",29,46.823002,-94.540001,160.144,15.483
56436,PO box,27,"Benedict, MN",,46,33,"$78,750",67,47.160999,-94.689003,0.651,0.018
56437,standard,27,"Bertha, MN",,"1,452",587,"$58,558",31,46.245998,-95.057999,66.56,0.005
56438,standard,27,"Browerville, MN",,"2,717","1,438","$63,393",40,46.139,-94.819,143.72,2.443
56440,standard,27,"Clarissa, MN",,"1,467",596,"$60,294",34,46.141998,-94.955002,54.318,0.011
56441,standard,27,"Crosby, MN",Trommald,"3,742","2,104","$57,014",28,46.577999,-93.981003,79.367,8.456
56442,standard,27,"Crosslake, MN","Manhattan Bch, Manhattan Beach, Cross Lake","2,428","3,244","$75,250",61,46.68,-94.101997,35.439,11.95
56443,standard,27,"Cushing, MN",,"1,325","1,501","$68,594",50,46.179001,-94.620003,100.833,10.416
56444,standard,27,"Deerwood, MN",Cuyuna,"3,127","2,793","$76,528",64,46.436001,-93.889,55.785,14.016
56446,standard,27,"Eagle Bend, MN",,"1,532",752,"$61,250",36,46.129002,-95.097,99.614,0.407
56447,standard,27,"Emily, MN",,948,"1,533","$50,833",17,46.738998,-93.915001,98.401,9.856
56448,standard,27,"Fifty Lakes, MN",,301,646,"$56,719",27,46.764999,-94.117996,26.909,3.393
56449,standard,27,"Fort Ripley, MN",,"1,991",887,"$90,078",79,46.179001,-94.261002,92.094,2.418
56450,standard,27,"Garrison, MN",,929,"1,204","$53,026",21,46.230999,-93.832001,25.629,5.632
56452,standard,27,"Hackensack, MN",,"1,779","3,261","$72,361",57,46.957001,-94.447998,97.68,28.342
56453,standard,27,"Hewitt, MN",,888,439,"$64,375",42,46.316002,-95.175003,54.606,0.136
56455,standard,27,"Ironton, MN",Riverton,"1,883",891,"$65,543",45,46.441002,-94.000999,24.384,2.659
56456,PO box,27,"Jenkins, MN",Pine River,59,23,,,46.638,-94.336998,0.741,0
56458,standard,27,"Lake George, MN",,427,300,"$59,583",32,47.193001,-94.974998,25.103,2.181
56459,PO box,27,"Lake Hubert, MN",,,,,,,,,
56461,standard,27,"Laporte, MN","Guthrie, La Porte","3,260","2,062","$73,300",58,47.231998,-94.853996,274.023,12.896
56464,standard,27,"Menahga, MN","Blueberry, Huntersville, Midway, Runeberg, Shell River","4,606","2,598","$64,417",42,46.772999,-95.124001,253.819,6.635
56465,standard,27,"Merrifield, MN",,"2,097","1,782","$71,083",54,46.536999,-94.113998,38.771,13.661
56466,standard,27,"Motley, MN",,"2,979","2,291","$58,304",30,46.421001,-94.642998,186.83,5.611
56467,standard,27,"Nevis, MN","Mantrap, Nebish","2,517","2,528","$68,558",50,46.993,-94.819,121.751,16.268
56468,standard,27,"Nisswa, MN","Lake Hubert, Lake Shore, Lake Edwards","4,385","3,942","$86,576",76,46.487999,-94.290001,51.589,24.163
56469,standard,27,"Palisade, MN","Libby, Logan, Morrison, Verdon, Waukenabo, Workman","1,004","1,218","$65,729",45,46.780998,-93.567001,273.562,7.284
56470,standard,27,"Park Rapids, MN","Lake Itasca, Arago, Dorset, Hubbard, Lake Emma, Todd","10,457","7,463","$64,707",43,47.028,-95.098999,390.948,36.69
56472,standard,27,"Pequot Lakes, MN","Breezy Point, Jenkins, Pine River","7,780","6,110","$74,203",60,46.574001,-94.383003,155.803,21.79
56473,standard,27,"Pillager, MN",Sylvan,"3,441","1,746","$72,750",57,46.358002,-94.492996,80.618,4.242
56474,standard,27,"Pine River, MN","Jenkins, Barclay, Blind Lake, Chickamaw Beach, Ponto Lake, Swanburg, Walden, Wilson, Woodrow","4,138","2,843","$55,147",25,46.720001,-94.403,243.251,17.995
56475,standard,27,"Randall, MN","Clough, Parker","1,568",715,"$64,125",42,46.080002,-94.545998,67.082,0.601
56477,standard,27,"Sebeka, MN",,"2,924","1,518","$58,563",31,46.645,-95,237.58,0.89
56478,standard,27,"Nimrod, MN",,,,,,,,,
56479,standard,27,"Staples, MN","Moran, Poplar","5,225","2,636","$57,571",29,46.435001,-94.794998,198.023,3.778
56481,standard,27,"Verndale, MN","Oylen, Thomastown, Wing River","1,936","1,024","$61,136",35,46.474998,-94.919998,147.891,0.411
56482,standard,27,"Wadena, MN",,"6,829","3,188","$58,456",30,46.464001,-95.148003,131.29,0.119
56484,standard,27,"Walker, MN","Whipholt, Leech Lake, Onigum, Shingobee, Turtle Lake","3,343","2,636","$61,066",35,47.092999,-94.468002,90.645,94.87
56501,standard,27,"Detroit Lakes, MN",,"17,425","10,052","$76,452",63,46.837002,-95.814003,187.021,36.654
56502,PO box,27,"Detroit Lakes, MN",,,,,,,,,
56510,standard,27,"Ada, MN",Lockhart,"2,249","1,155","$72,500",57,47.359001,-96.525002,235.987,0.664
56511,standard,27,"Audubon, MN",,"1,954","1,221","$78,333",66,46.84,-95.995003,64.817,6.534
56514,standard,27,"Barnesville, MN",Downer,"3,701","1,533","$90,577",79,46.646,-96.431,213.918,0.48
56515,standard,27,"Battle Lake, MN",Amor,"2,999","2,975","$74,250",60,46.293999,-95.693001,99.443,34.976
56516,standard,27,"Bejou, MN",,292,136,"$73,750",59,47.442001,-95.975998,80.196,0.668
56517,standard,27,"Beltrami, MN",,319,147,"$77,083",64,47.560001,-96.550003,94.837,0
56518,standard,27,"Bluffton, MN",,414,167,"$53,750",22,46.490002,-95.25,18.702,0.085
56519,standard,27,"Borup, MN",,269,148,"$68,750",50,47.161999,-96.478996,94.721,0.083
56520,standard,27,"Breckenridge, MN","Brushvale, Everdell","3,780","1,918","$73,510",59,46.290001,-96.497002,123.054,0.104
56521,standard,27,"Callaway, MN",,750,364,"$61,563",36,46.999001,-95.902,67.289,2.409
56522,standard,27,"Campbell, MN",Doran,404,229,"$60,341",34,46.132,-96.378998,146.396,0.042
56523,standard,27,"Climax, MN",Eldred,550,232,"$89,028",78,47.650002,-96.813004,82.966,0
56524,standard,27,"Clitherall, MN",,618,814,"$61,389",36,46.216999,-95.614998,40.3,7.568
56525,PO box,27,"Comstock, MN",,83,47,"$86,250",75,46.666,-96.75,2.093,0
56527,standard,27,"Deer Creek, MN",,875,365,"$49,167",15,46.377998,-95.32,52.165,0.595
56528,standard,27,"Dent, MN",,"1,664","1,724","$70,417",53,46.521,-95.823997,64.761,22.774
56529,standard,27,"Dilworth, MN",,"4,414","1,752","$96,910",83,46.875999,-96.690002,4.945,0.003
56531,standard,27,"Elbow Lake, MN",Erdahl,"1,918","1,120","$70,500",53,45.987,-95.981003,159.657,6.537
56533,standard,27,"Elizabeth, MN",,323,165,"$71,786",56,46.409,-96.155998,17.701,1.076
56534,standard,27,"Erhard, MN",,"1,291",661,"$84,803",74,46.472,-96.011002,61.837,6.054
56535,standard,27,"Erskine, MN",,"1,216",903,"$70,625",54,47.678001,-96.042,83.952,6.187
56536,standard,27,"Felton, MN",,395,206,"$69,375",51,47.047001,-96.523003,101.881,0.094
56537,standard,27,"Fergus Falls, MN",Carlisle,"18,838","9,108","$77,511",65,46.275002,-96.089996,285.057,21.572
56538,PO box,27,"Fergus Falls, MN",,,,,,,,,
56540,standard,27,"Fertile, MN",Rindal,"2,121",995,"$75,938",63,47.557999,-96.269997,189.314,3.09
56541,PO box,27,"Flom, MN",,28,8,,,47.161999,-96.141998,2.001,0.001
56542,standard,27,"Fosston, MN",,"2,808","1,363","$74,559",60,47.549999,-95.736,191.298,10.621
56543,standard,27,"Foxhome, MN",,217,109,"$80,000",68,46.286999,-96.337997,66.738,0
56544,standard,27,"Frazee, MN",,"5,433","2,733","$73,450",59,46.757999,-95.605003,192.305,16.879
56545,standard,27,"Gary, MN",,680,372,"$69,167",51,47.396999,-96.242996,155.249,0.337
56546,standard,27,"Georgetown, MN",,261,149,"$80,417",69,47.105,-96.720001,60.291,0.001
56547,standard,27,"Glyndon, MN",Averill,"2,653","1,051","$97,563",84,46.889,-96.554001,155.222,0.129
56548,standard,27,"Halstad, MN",,748,401,"$62,500",38,47.368,-96.745003,64.122,0.349
56549,standard,27,"Hawley, MN","Rollag, Dale","5,026","2,176","$89,510",78,46.847,-96.311996,208.704,4.156
56550,standard,27,"Hendrum, MN",,429,203,"$60,625",34,47.273998,-96.742996,57.896,0.503
56551,standard,27,"Henning, MN",Almora,"2,073","1,449","$63,100",40,46.317001,-95.446999,107.81,7
56552,standard,27,"Hitterdal, MN",,497,215,"$85,000",74,46.985001,-96.204002,48.367,1.547
56553,standard,27,"Kent, MN",,215,104,"$72,260",57,46.429001,-96.617996,62.791,0
56554,standard,27,"Lake Park, MN",,"2,676","1,870","$79,792",68,46.886002,-96.115997,117.839,16.411
